image_path,text
images/train_00080.png,الفلاحون الذين يعملون في المدن سن الزواج وسن الإنجاب ، فالخروج إلى
images/train_00081.png,العمل يساعد على تقليل الإنجاب  منذ أن تبنت الصين سياسة الإصلاح
images/train_00082.png,والانفتاح قبل ثلاثين سنة
images/train_00083.png,يكون على الأسرة مساعدة الشاب الريفي الذي يبقى في الريف عندما يتزوج أو يبني
images/train_00084.png,كان تشه شينغ لاى، الذي سينهي في يونيو هذا العام دراسة الدكتوراه في الفيزياء بجامعة تشينغهوا، يهمهم وهو خارج
images/train_00085.png,"من ملتقى للتوظيف أقيم في القاعة الرياضية الثانية لجامعة بكين مترددا: ""لم أجد شيئا""  لا يختلف حال تشه"
images/train_00086.png,عن معظم الخريجين الذين يدورون بين ملتقيات ومعارض التوظيف منذ بداية هذه السنة الدراسية
images/train_00087.png,أمنية تشه شينغ لاى أن يعمل بالتدريس في جامعة، وقد نال بالفعل بغيته، حيث قبلته جامعة في مدينة تشينهوانغدوا
images/train_00088.png,بمقاطعة خبي، ولكن لأن صديقته @ تعمل في بكين يأمل الشاب أن يكون مكان العمل قريبا الصديقة،
images/train_00089.png,"لهذا لم يتوقف عن الذهاب إلى ملتقيات التوظيف  قال تشه: ""في السابق، لم يكن @ عسيرا"
images/train_00090.png,فنتيجة للأزمة المالية العالمية، قللت كثير من الشركات الأجنبية لدى الصين عدد العاملين
images/train_00091.png,بها أو خفضت @ رواتبهم أو حتى استغنت عنهم تماما  في الوقت ذاته
images/train_00092.png,صار العمل في الوحدات الحكومية هو الأكثر تفضيلا  وكما قال تانغ يوان، التي تدرس المالية في
images/train_00093.png,"جامعة رنمين الصينية: ""وضع توظيف خريجي تخصص المالية حاليا غير جيد"
images/train_00094.png,أصدرت شركة شانغهاى المحدودة للخدمات الخارجية تقريرا حول التوظيف
images/train_00095.png,في الصين سنة الفين وثمانية، جاء فيه أن العمل في الوحدات الحكومة
images/train_00096.png,هو أفضل عمل للخريجين الصينيين  وتصديقا لما جاء في التقرير، سجل نحو مليون و
images/train_00097.png,أربعين ألف فرد أسماءهم للمشاركة في الامتحان الوطني للعمل في الحكومة
images/train_00098.png,وذلك لعام الفين وتسعه
images/train_00099.png,من الموظفين مواكبة للاحتياجات الاستراتيجية للدولة. وتقول إنه مع توقعات النمو المتواصل للاقتصاد الصيني بمعدلات
images/train_00100.png,خلال جولة له في جامعة بكين للطيران والفضاء سنة الفين وثمانية، قال رئيس مجلس الدولة ون
images/train_00101.png,جيا باو، إن الحكومة الصينية ستنفذ قريبا سلسلة من الإجراءات المشجعة لتوظيف خريجي الجامعات
images/train_00102.png,من بينها تهيئة الظروف التي تمكن المؤسسات الكبيرة وخاصة مؤسسات الابتكار @ الذاتي من
images/train_00103.png,توظيف عدد أكبر من خريجي الجامعات
images/train_00104.png,في هذا الإطار، بدأت وزارة التربية والتعليم الصينية بالتعاون مع وزارة السكك
images/train_00105.png,الحديدية ووزارة التجارة الصينية وغيرها من عشر وزارات من نوفمبر عام الفين وثمانية
images/train_00106.png,وقال تشانغ شياو جيان، نائب وزير الموارد البشرية والضمان الاجتماعي إن الوزارة ستنظم
images/train_00107.png,ملتقيات توظيف في الجامعات وعلى شبكة الانترنت، وكذلك أنشطة متنوعة لخريجي الجامعات،
images/train_00108.png,مثل الإرشادات المهنية والخدمات الاستشارية وخدمات تأسيس المشروعات الذاتية الخ،
images/train_00109.png,أن إنهاض آنهوي يتطلب تركيز الجهود في ثلاثة مجالات، هي تحديدا إدارة المال، إنشاء
images/train_00110.png,صوامع الحبوب، جعل آنهوي فردوسا، أي جعلها منطقة جذب سياحي.
images/train_00111.png,صعدنا قمة الجبل وقت الأصيل فتألقت أمامنا روعته، وكأنه لوحة رسم معلقة
images/train_00112.png,بالسماء الزرقاء الرائعه  تنتشر المعابد على جروف الجبل، وفي أودية الجبل، تمتزج
images/train_00113.png,المعابد البوذية أصبح جبل جيوهوا دولة زهور اللوتس البوذية، وصار لوحة فنية
images/train_00114.png,جميلة
images/train_00115.png,يتكون جبل جيوهوا من حجر الجرانيت رئيسيا، ويتميز بتضاريسه الغريبة،
images/train_00116.png,الغريبة الأشكال، وتتقاطع الأغدرة  على مدى أكثر من ألف عام، ظل جيوهوا قبلة
images/train_00117.png,الأدباء والفنانين والمشاهير، فتركوا فيه بصماتهم وأعمالهم  واليوم يحتفظ الجبل
images/train_00118.png,بأكثر من ألف كتاب للشعر والمقالات والأغاني
images/train_00119.png,"في إحدى القصائد التي تصف الجبل نقرأ: ""على ضفة النهر لوحات"
images/train_00120.png,رسمها وانغ وي (رسام صيني قديم)، وعلى أحجار الجبل قصائد
images/train_00121.png,"شعر كتبها لي باي قبل ألف سنة""  ونقرأ أيضا: "" في تشو (مقاطعتا"
images/train_00122.png,هونان وهوبي حاليا) ويويه (مقاطعة تشجيانغ حاليا) آلاف من الجبال،
images/train_00123.png,ولكن جيوهوا يجمع جمال كل هذه الجبال
images/train_00124.png,في أكثر فترات ازدهاره، كان عدد المعابد في جبل جيوهوا أكثر من ثلاثمائة
images/train_00125.png,معبد  وعلى الرغم من أن جبل جيوهوا يعتبر مع جبال ووتاي، وآمي، وبوتوه
images/train_00126.png,الأربعة جبال المقدسة للبوذية في الصين، فإنه الأكثر زيارة  بعد انتهاج
images/train_00127.png,الصين سياسة الانفتاح على الخارج في سبعينيات القرن الماضي أبرز
images/train_00128.png,جبل جيوهوا البوذي
images/train_00129.png,من أن يعرف حياة أباطرة الصين فليذهب إلى بكين، ومن شاء أن يعرف حياة الشعب في زمن أسرتي مينغ
images/train_00130.png,وتشينغ، فليس أفضل من محافظة ييشيان بمقاطعة آنهوي  تقع محافظة ييشيان بالسفح الجنوبي لجبل
images/train_00131.png,والحقيقة أن محافظة ييشيان بها مئات القرى القديمة، وتضم أكثر من ثلاثة آلاف و@ سبعمائة
images/train_00132.png,بناية مازالت محتفظة بأشكالها الأصلية التي كانت عليها في زمن أسرتي مينغ وتشينغ  في هذه القرى القديمة،
images/train_00133.png,تشعر أنك دخلت رواقا ممتدا للثقافة الصينية العريقة  تتميز القرى الكبيرة في محافظة ييشيان بوجود
images/train_00134.png,عشائر قوية  و كانت
images/train_00135.png,تتميز القرى الكبيرة في محافظة ييشيان بوجود عشائر قوية  وقد كانت قرية
images/train_00136.png,شيدي موطن عشيرة هو، في حين كانت قرية هونغتسون في منطقة هويتشو
images/train_00137.png,موطن عشيرة وانغ  بسبب الحروب، هاجرت إلى ييشيان عشائر كبيرة
images/train_00138.png,فزاد @ عدد سكانها وضاقت بهم المساحة المحدودة من أرضها المستوية،
images/train_00139.png,حتى بلغ شظف العيش فيها مبلغا
images/train_00140.png,أنها ذات جدران عالية قمتها على شكل رأس الحصان وبدون نوافذ وبها
images/train_00141.png,والسلامة، ولكنه أيضا يخلق شعورا بالضيق إضافة إلى مشكلة
images/train_00142.png,التهوية والإضاءة، ولهذا كان يفتح مسقط للنور، وكان مسقط النور
images/train_00143.png,هو المنفذ الوحيد لرؤية السماء من داخل الدار
images/train_00144.png,يهتم أبناء هويتشو بالتعليم منذ قديم الزمان، ويتجلى هذا الاهتمام في
images/train_00145.png,والاقتصاد، واحترام وبر الوالدين والجد في الدراسة  هذه المعلقات
images/train_00146.png,تعتبر شعارات صاحب البيت وكتاب تعليم للأولاد
images/train_00147.png,المدينة القديمة متحف تاريخي ضخم يضم جسورا وأبراجا وسدودا
images/train_00148.png,وبوابات قديمة  ولعل بوابة شيوي قوهالتذكارية هي أكثر
images/train_00149.png,ما يترك انطباعا عميقا لزائر هويتشو، فهذه البوابة التي
images/train_00150.png,تعتبر واحدة من ثلاث نوادر في  هويتشو، تتكون
images/train_00151.png,من أربعة أعمدة وثلاثة طوابق بدون مسمار
images/train_00152.png,مناظر نهر شينان تجعلك أمام لوحة صينية رائعة، فهي مناظر
images/train_00153.png,وقد بلغ عدد الذين اجتازوا منهم الامتحان الإمبراطوري على المستويين الوطني
images/train_00154.png,"والمحلي أكثر من عشرين  وقد اشتهرت قرية لونغتشوان في هويتشو بأنها ""قرية جينشي"""
images/train_00155.png,أي قرية الناجحين في الامتحان الإمبراطورية  أقيم في القرية 14 بوابة تذكارية، منها
images/train_00156.png,تشعر أنك في قاعة موسيقى سماوية  تشبه الموسيقى إيقاع سقوط المطر على الأفاريز
images/train_00157.png,أحيانا، وتشبه صفير الريح التي تحف بجذور الشجر أحيانا أخرى  تكون
images/train_00158.png,ـ@ سيمفونية أحيانا وتصبح موسيقى @ فلكلورية أحيانا أخرى  هذه
images/train_00159.png,المقطوعات الموسيقية المتنوعة تعزفها عيون الماء والشلالات داخل الوادي  إن أجمل
images/train_00160.png,موسيقى هي تلك التي يعزفها الجبل والماء والحجر
images/train_00161.png,خلال اجتماع للجنة المركزية للحزب الشيوعي الصيني في بكين يوم 24 يناير 2009، بحث
images/train_00162.png,الحاضرون سبل تعزيز التحديث الزراعي، وقد حث الرئيس الصيني هو جين تاو، وهو أيضا
images/train_00163.png,    قال هو جين تاو أيضا إن التنمية الاقتصادية الزراعية والريفية المتواصلة
images/train_00164.png,لتوسيع الطلب المحلي، وأن تحسين مستوى معيشة المزارعين يعد مهمة رئيسية
images/train_00165.png,ولكنها صعبة  وطالب هو جين
images/train_00166.png,     أولا، إعطاء أهمية أكبر لأمن الحبوب في الصين وإمدادات المنتجات الزراعية
images/train_00167.png,الرئيسية، حيث أكد الرئيس على ضرورة أن تلتزم الصين بأكثر النظم حزما لحماية
images/train_00168.png,وبذلك ساهمت بشكل كبير في تعميم مفهوم الطب التقليدي
images/train_00169.png,الصيني بين اللبنانيين. تولى التدريس في هذه الدورة الدكتور أدمون
images/train_00170.png,إبراهيم، خريج جامعة الطب والعقاقير التقليدية الصينية ببكين، الذي
images/train_00171.png,عاش في الصين فترة طويلة ويتكلم الصينية مثل الصينيين.
images/train_00172.png,وهو يستطيع شرح وتدريس نظرية الطب التقليدي الصيني
images/train_00173.png,بالعربية والفرنسية والإنجليزية والصينية.
images/train_00174.png,يقيم المعهد أيضا ندوات ومحاضرات متخصصة بين حين وآخر،
images/train_00175.png,ففي 19 نوفمبر 2007 ألقى سفير الصين لدى لبنان ليو تشي
images/train_00176.png,مينغ محاضرة بعنوان ((الصين: الماضي والحاضر والمستقبل)) حول سياسة
images/train_00177.png,واقتصاد الصين، فدشن بذلك دورة مدتها عشرون ساعة
images/train_00178.png,حول سياسة واقتصاد الصين في المعهد. بهذا الأسلوب
images/train_00179.png,المتميز، ينقل معهد كونفوشيوس بجامعة
images/train_00180.png,يوسف (سان جوزيف)، أول معهد كونفوشيوس في الدول العربية.
images/train_00181.png,بجامعة القاهرة، ليكون أول معهد كونفوشيوس في شمالي أفريقيا
images/train_00182.png,في هذا المعهد يتم تدريس اللغة الصينية وإعداد مدرسي الصينية من المصريين
images/train_00183.png,وعقد امتحان مستوى اللغة الصينية وترشيح الطلاب المصريين
images/train_00184.png,للدراسة في الصين
images/train_00185.png,للتعاون والتبادل الثقافي والإنساني والتعليمي بين الصين ومصر
images/train_00186.png,بدأت أول دورة تعليمية في المعهد يوم 29 مارس 2008،
images/train_00187.png,بدأت أول دورة تعليمية في المعهد يوم 29 مارس 2008، وأقيم حفل تخرج أول
images/train_00188.png,دفعة به يوم 26 يونيو 2008، حيث استعرض الخريجون ثمار ثلاثة أشهر من الدراسة،
images/train_00189.png,في حوار مع مجلة الصين اليوم قالت السيدة ليانغ يا ، رئيسة معهد كونفوشيوس بجامعة القاهرة
images/train_00190.png,"من الجانب الصيني: ""حماسة الطلاب في الدراسة تستحق الإعجاب  مثلا، تعلم الطلاب في دورة"
images/train_00191.png,الحوار بالصينية لمدة ثلاثة أسابيع مقررات مدة شهرين، كانوا يأتون إلى المعهد ستة أيام
images/train_00192.png,في الأسبوع،  كانت المحاضرات من الساعة الثانية
images/train_00193.png,تعلم الطلاب في دورة الحوار بالصينية لمدة ثلاثة أسابيع مقررات مدة
images/train_00194.png,الدراسة في دورات هذا المعهد عملية، ولهذا عليها إقبال كبير، ففي دورة
images/train_00195.png,الإرشاد السياحي مثلا، لا تقتصر الدراسة على تقديم المعلومات الثقافية
images/train_00196.png,المعنية فقط، بل يوجد اهتمام خاص بالنطق بالصينية. قال بعض الدارسين
images/train_00197.png,"الذين يعملون كمرشدين سياحيين: ""كنا نسعى لمعرفة معلومات عن المواقع"
images/train_00198.png,السياحية في بعض الكتب السياحية، معلومات سطحية
images/train_00199.png,لأوبرا بكين، ومعرضا للصور الفوتوغرافية الصينية، والمقارنة
images/train_00200.png,بين الهيروغليفية المصرية والكتابة الصينية القديمة  في عام 2009
images/train_00201.png,يواصل معهد كونفوشيوس بجامعة القاهرة إقامة دورات تعليم اللغة
images/train_00202.png,دورة لألعاب الووشو ليصبح جسرا للصداقة والتعاون بين الصين و
images/train_00203.png,مصر
images/train_00204.png,وهناك مكتبة جيدة ومعمل متصل بالإنترنت ومسرح لإقامة أنشطة
images/train_00205.png,مسرحية، وللمعهد جهاز إداري جيد يتولى إقامة الدورات وتنظيم
images/train_00206.png,الدراسة  أعتقد أن هذا غير ميسر في أماكن أخرى ولا يوجد مثله في كثير من
images/train_00207.png,الدول العربية، ذلك لأننا منحنا للمعهد مساحة كبيرة  السبب في ذلك
images/train_00208.png,يعود إلى أن كثيرا من المصانع
images/train_00209.png,أعتقد أن هذا غير ميسر في أماكن أخرى ولا يوجد مثله في كثير
images/train_00210.png,من الدول العربية، ذلك لأننا منحنا للمعهد مساحة كبيرة  السبب
images/train_00211.png,في ذلك يعود إلى أن كثيرا من المصانع الصينية تحيط بنا في منطقة
images/train_00212.png,السويس والإسماعيلية وشمال سيناء وبور سعيد وجنوب سيناء، فجامعة
images/train_00213.png,قناة السويس تخدم خمس محافظات
images/train_00214.png,الذي يرغبون في الحصول على دورات تخصصية مثل دورات الإرشاد السياحي، والتلاميذ
images/train_00215.png,الصغار والمهتمين بألعاب الووشو الصينية، بل إن بعضا من أساتذة
images/train_00216.png,الجامعة سجلوا أسماءهم بالمعهد لدراسة اللغة الصينية
images/train_00217.png,وقد ارتفع عدد الدارسين بالمعهد من عشرين في بداية إقامته إلى
images/train_00218.png,مائة في الدورات التي أقيمت مؤخرا، ويجري التدريس في المعهد
images/train_00219.png,طوال العام  ويعتقد الدارسون أن تعلم اللغة الصينية يسهل ويشجع نقل
images/train_00220.png,يتطلع المعهد إلى تحقيق إنجازات عديدة خلال عام الفين وتسعه
images/train_00221.png,ومنها: أولا، دفع مشروع المنح الدراسية لإعداد معلمي اللغة الصينية
images/train_00222.png,المصريين  نظرا لأن عدد المعلمين المصريين للغة الصينية قليل
images/train_00223.png,للغاية، ومن أجل تطوير توطين تعليم الصينية في مصر، سيقيم
images/train_00224.png,المعهد دورات المستوى العالي لمعلمي اللغة الصينية، وستقتصر على
images/train_00225.png,الطلاب الممتازين
images/train_00226.png,في الصفين الثالث والرابع بقسم اللغة الصينية في جامعة القناة
images/train_00227.png,وخريجي تخصص اللغة الصينية ومعلمي الصينية المصريين، لتدريبهم على
images/train_00228.png,والإنشاء باللغة الصينية  ستقبل كل دورة 10-20 دارسا  وفي نفس الوقت
images/train_00229.png,سيعمل المعهد على دفع مشروع المنح الدراسية الصينية ذات العلاقة
images/train_00230.png,ثالثا، تعزيز دورات الإرشاد السياحي والتجارة  تمتلك مصر، كونها بلدا
images/train_00231.png,عريقا، موارد سياحية وافرة  وقد شهدت السنوات الأخيرة زيادة كبيرة
images/train_00232.png,في عدد السائحين الصينيين إلى مصر، وهذا بدوره أدى إلى الحاجة إلى
images/train_00233.png,مزيد من المرشدين السياحيين الذين يتحدثون الصينية  انطلاقا من هذا
images/train_00234.png,الواقع، يخطط المعهد إقامة دورة أو دورتين في
images/train_00235.png,تتركز روائع أفكار ونظريات كونفوشيوس في ((الحوارات)) المكون من عشرين مقالا
images/train_00236.png,و((الحوارات)) عبارة عن مختارات من أقوال كونفوشيوس وبعض تسجيلات
images/train_00237.png,لأقوال وأعمال تلاميذه  ترك هذا الكتاب تأثيرا عميقا وعظيما في تاريخ الصين
images/train_00238.png,"يسجل كتاب ((الحوارات)) جوهر الفكر الكونفوشي، وهو مفهوم ""رن""،"
images/train_00239.png,أي الروح الإنسانية أو التراحم، الذي أصبح محور الفكر الكونفوشي
images/train_00240.png,وأكد على وجوب أن يكون الحاكم قدوة في الالتزام بالقانون والنظام
images/train_00241.png,ودعا كونفوشيوس إلى الإخلاص والتسامح في التعامل بين الناس، وإلى حب
images/train_00242.png,الآخر واحترام الذات
images/train_00243.png,معهد كونفوشيوس مشروع حكومي صيني غير هادف
images/train_00244.png,للربح، الغرض منه إقامة فروع للمعهد خارج الصين لتعليم
images/train_00245.png,اللغة الصينية ونشر الثقافة الصينية من أجل نشر التفاهم
images/train_00246.png,وعلاقات الصداقة بين مختلف دول العالم والصين من أجل
images/train_00247.png,تعزيز السلم والتنمية المستدامة في العالم  يقع المقر الرئيسي
images/train_00248.png,للمعهد في بكين، وتتعاون الصين مع جامعات
images/train_00249.png,ثمة اختلافات واضحة بين الفخاريات التي اكتشفت في أطلال ماتشياو ونظيراتها
images/train_00250.png,المكتشفة في السهول الوسطى، فالأولى تتميز بروعة الشكل ودقة الصنعة
images/train_00251.png,وتشير الدلائل الأثرية إلى أنه عندما بدأ سكان السهول الوسطى في الصين
images/train_00252.png,يستخدمون الأواني الفخارية، وهذا، في رأي العلماء دليل
images/train_00253.png,تتجاوز مساحته 150 ألف متر مربع، اكتشفت آثار قديمة تعتبر مجموعة نادرة
images/train_00254.png,في أوساط علم الآثار القديمة بالعالم  في سنة 1982 أطلق علماء الآثار
images/train_00255.png,الصينيون
images/train_00256.png,مينهانغ، التي بدأ تاريخها مع أسرة سونغ الشمالية (960-1127م)
images/train_00257.png,وبلغت أوج نموها وتقدمها في زمن أسرتي مينغ وتشينغ  على مدى ألف سنة،
images/train_00258.png,ظلت مينهانغ ملتقى للتجار والثقافات الإنسانية وجمعت من
images/train_00259.png,التراث الثقافي الكثير، مما جعلها مهد ثقافة شانغهاى
images/train_00260.png,كنوز(باو)  وتذكر سجلات التاريخ أن هذه البلدة أخذت اسمها من
images/train_00261.png,بلدة السبعة كنوز أخذت اسمها من كنوز سبعة بالفعل، وتحديدا
images/train_00262.png,هي تمثال فيلاى يمكن ترجمتها إلى العربية
images/train_00263.png,تذهب أسطورة تمثال بوذا فيلاى وجرس تسوانلاى إلى أنه ذات مرة في قديم
images/train_00264.png,الزمان، هطل المطر في بلدة تشيباو لمدة سبعة أيام متواصلة حتى فاض الخندق المائي
images/train_00265.png,لمعبد تشيباو. في جوف الليل شق السماء برق خاطف تبعته أصوات رعد مجلجل، @ وسقط
images/train_00266.png,من السماء جسم في ساحة معبد تشيباو، وفي ذات
images/train_00267.png,لبوذا منتصبا في ساحة المعبد بطول أربعة أمتار وجرسا كبيرا يتصدر بوابة
images/train_00268.png,المعبد بطول متر وتسعين سنتيمترا. وتحكي الأسطورة أن رئيس المعبد أمر الرهبان
images/train_00269.png,بنقل التمثال الحديدي لبوذا إلى قاعة دونغشنغ بجنوب البلدة، وصار يسمى تمثال
images/train_00270.png,بوذا فيلاى
images/train_00271.png,شجرة عمرها أكثر من مائة سنة  فيها أشجار باسقة وأخرى متشابكة الأغصان أو تنبت
images/train_00272.png,أفنانا جديدة، مشكلة صورة بدائية مفعمة بالنشاط للنظام الإيكولوجي القديم  الأحجار
images/train_00273.png,الضخمة
images/train_00274.png,المائية وحديقة مينهانغ الرياضية وحديقة شينتشوانغ وحديقة مينهانغ
images/train_00275.png,هل من الممكن لمنطقة حضرية، الصناعة هي قاطرة اقتصادها أن تكون
